eye_width,face_height,label
180.32054046982546,1055.3985029362132,0
223.95267219895413,1261.4059616158472,0
228.94786766564445,1316.1230945470109,0
232.66284710907976,1316.2568138475106,0
165.34894888261178,931.0,0
258.92247117007116,1521.2054430615217,0
234.70455120114752,1302.0752666416793,0
220.4614975003638,1260.4768938778689,0
254.88608336440777,1473.1955063738146,0
188.21587326772996,1077.212142523468,0
160.60325262089998,1046.0478000550452,0
234.7476515556253,1313.3659048414495,0
226.99984452809406,1343.5955492632447,0
219.17992986384712,1285.0190660064154,0
160.49603389395912,912.107449810602,0
260.7966889732144,1557.0822072068,0
166.4606715289438,947.7225332342796,0
196.15500499206377,1197.482776494092,0
234.28865609738895,1356.0003687315134,0
253.70276939387725,1496.4093691233024,0
200.10545989141588,1183.0422646718923,0
179.84622859744078,1061.1319427856274,0
228.99387930139903,1270.4550365912207,0
160.35353041882328,976.86078844429,0
169.9139392665449,957.9655526165856,0
184.40500901060068,1122.075309415549,0
197.8292534791217,1141.7009240602374,0
223.21380507842264,1327.3168423552834,0
203.80800818213552,1192.015100575492,0
258.8276127873307,1541.2543592801287,0
258.3202286331159,1462.4431612886704,0
209.1891844651331,1231.0199023573907,0
227.29424300226464,1313.44013948105,0
223.20008748905747,1311.3664628928102,0
200.62183599245407,1117.0004476274842,0
200.03245673896265,1126.1438629233833,0
211.09353250326512,1249.006405107676,0
257.1264870691001,1484.283328748255,0
172.0288676187711,1016.2834250345718,0
161.83531747486458,925.23834767048,0
237.66405271086768,1372.160704873886,0
221.95567054183596,1308.2388925574717,0
206.37457760478873,1081.1669621293463,0
225.08107478868862,1296.0651989772737,0
181.44714394216376,1058.1531080141474,0
240.30616625876127,1371.2698494461256,0
183.29326307114076,1053.721974716291,0
208.96844862485483,1057.0118258562673,0
259.462608975718,1488.086019019062,0
168.48749968586247,952.472571783566,0
289.51923357523907,1672.1581862969783,0
221.1039387221462,1312.074692995791,0
220.96784363743774,1298.61618656168,0
188.9522686065514,1082.0780933001092,0
203.03335036729175,1180.1224512735955,0
279.41885634428195,1643.4491169488638,0
212.6231750932376,1187.3790464716817,0
231.83782461131148,1304.3005788544297,0
259.3780865428876,1526.8519902073024,0
192.97832923070723,1151.0434396668095,0
298.4598980550293,1747.2930492622008,0
184.02717118471048,1154.000433275482,0
291.01438701982954,1720.0104650844423,0
211.85061805327953,1303.5651115306823,0
247.80722474467598,1463.3950252751306,0
177.02400840353965,1162.0843342890394,0
294.1269707002335,1734.001153402154,0
209.7018244413515,1418.0352604924883,0
195.36551221169728,1104.1159359415117,0
182.72343669276134,1073.0670994863276,0
222.1187951720168,1244.0325558440984,0
192.18342935409322,1109.3791056262055,0
181.42304859691046,1136.074381367699,0
226.15225047283448,1427.4354626392046,0
198.07620628709094,1080.1185120161583,0
293.8417506345626,1745.293385078853,0
299.02076919547744,1712.1054289967076,0
187.68215470493675,1194.0104689658294,0
202.02487549144072,1155.3895446991028,0
168.1904301259554,1142.0157617125956,0
229.94813331421324,1278.1001525702122,0
225.0261443569461,1439.1292506234456,0
287.27741314928915,1705.0354835017365,0
